time_sec,e_x,e_y,e_z,error_norm,error_integral
2.872000,-0.112477973,-0.141831621,0.772706282,0.793626172,4.186832685
2.880000,-0.113634989,-0.143123402,0.766526270,0.788009988,4.193159230
2.888000,-0.113634989,-0.143123402,0.746176162,0.768229187,4.199384186
2.896000,-0.115357168,-0.145071565,0.768100538,0.790146488,4.205617689
2.904000,-0.116579734,-0.146421059,0.762919517,0.785541947,4.211920443
2.912000,-0.117670715,-0.147612049,0.755976288,0.779189234,4.218179367
2.920000,-0.118836947,-0.148885041,0.750124851,0.773935571,4.224391867
2.928000,-0.121163815,-0.151416852,0.759520198,0.783886896,4.230623156
2.936000,-0.121163815,-0.151416852,0.759520198,0.783886896,4.236894252
2.944000,-0.122209489,-0.152542486,0.752390880,0.777365040,4.243139259
2.952000,-0.123880237,-0.154370232,0.754364373,0.779898768,4.249368315
2.960000,-0.123880237,-0.154370232,0.733562792,0.759796586,4.255527096
2.968000,-0.125478089,-0.156100779,0.734585674,0.761398920,4.261611878
2.976000,-0.127032831,-0.157765641,0.756004781,0.782668875,4.267788149
2.984000,-0.127032831,-0.157765641,0.735086411,0.762482373,4.273968754
2.992000,-0.128925994,-0.159782245,0.740713758,0.768641106,4.280093248
3.000000,-0.129751988,-0.160625993,0.730853119,0.759462026,4.286205661
3.008000,-0.131886147,-0.162154316,0.732462639,0.761701711,4.292290316
3.016000,-0.134072140,-0.163744642,0.735339123,0.765187084,4.298397871
3.024000,-0.134072140,-0.163744642,0.735339123,0.765187084,4.304519367
3.032000,-0.136183202,-0.165265708,0.737597450,0.768055087,4.310652336
